,interactor1,interactor2
21941,NP_459382.1,NP_460328.1
21942,NP_459382.1,NP_459616.1
21943,NP_459606.1,NP_461067.1
21944,NP_459776.1,NP_461228.1
21945,NP_459776.1,NP_463162.1
21946,NP_459776.1,NP_460312.1
21947,NP_459544.1,NP_459776.1
21948,NP_459776.1,NP_461392.1
21949,NP_459638.1,NP_459776.1
21950,NP_459596.1,NP_459776.1
21951,NP_448158.1,NP_459464.1
21952,NP_459776.1,NP_460043.1
21953,NP_460043.1,NP_462369.1
21954,NP_460043.1,NP_460188.1
21955,NP_459931.1,NP_462027.1
21956,NP_459100.1,NP_459931.1
21957,NP_459109.1,NP_462834.1
21958,NP_459851.1,NP_462834.1
21959,NP_462834.1,NP_463421.1
21960,NP_459885.1,NP_462834.1
21961,NP_460004.1,NP_462834.1
21962,NP_459479.1,NP_462970.1
21963,NP_462369.1,NP_462970.1
21964,NP_459596.1,NP_462970.1
21965,NP_459472.1,NP_462788.3
21966,NP_460949.1,NP_462788.3
21967,NP_459309.1,NP_462788.3
21968,NP_462293.1,NP_462299.1
21969,NP_461255.1,NP_461497.1
21970,NP_462846.1,NP_463298.1
21971,NP_462097.1,NP_462600.1
21972,NP_460051.1,NP_460408.1
21973,NP_459411.1,NP_461615.1
21974,NP_460877.1,NP_462296.1
21975,NP_462386.1,NP_462737.1
21976,NP_459236.1,NP_462737.1
21977,NP_461431.1,NP_462737.1
21978,NP_459224.1,NP_462737.1
21979,NP_461164.1,NP_462737.1
21980,NP_459638.1,NP_462737.1
21981,NP_459224.1,NP_460888.1
21982,NP_461859.1,NP_462887.1
21983,NP_459109.1,NP_460808.1
21984,NP_459109.1,NP_460281.1
21985,NP_459109.1,NP_462163.1
21986,NP_461901.1,NP_462369.1
21987,NP_459663.1,NP_462849.1
21988,NP_459758.1,NP_463421.1
21989,NP_459065.1,NP_462799.1
21990,NP_459614.1,NP_462799.1
21991,NP_459065.1,NP_459935.1
21992,NP_459614.1,NP_459935.1
21993,NP_459065.1,NP_460770.1
21994,NP_459614.1,NP_460770.1
21995,NP_459614.1,NP_463409.1
21996,NP_459224.1,NP_461425.3
21997,NP_461425.3,NP_461752.1
21998,NP_461202.1,NP_461203.1
21999,NP_461203.1,NP_462065.1
22000,NP_462064.1,NP_463258.3
22001,NP_461764.1,NP_463258.3
22002,NP_462566.1,NP_463258.3
22003,NP_460692.1,NP_463258.3
22004,NP_459381.1,NP_460802.1
22005,NP_459175.1,NP_459471.1
22006,NP_461276.3,NP_461280.1
22007,NP_459945.3,NP_460551.1
22008,NP_459479.1,NP_459934.1
22009,NP_459934.1,NP_460772.1
22010,NP_459934.1,NP_461731.1
22011,NP_459934.1,NP_461218.1
22012,NP_459247.1,NP_459934.1
22013,NP_459934.1,NP_461006.1
22014,NP_459934.1,NP_460802.1
22015,NP_459934.1,NP_460237.1
22016,NP_461100.1,NP_463343.1
22017,NP_460802.1,NP_463343.1
22018,NP_460043.1,NP_461308.1
22019,NP_461308.1,NP_461594.1
22020,NP_460949.1,NP_461308.1
22021,NP_460770.1,NP_461308.1
22022,NP_461308.1,NP_462296.1
22023,NP_461308.1,NP_463409.1
22024,NP_460884.1,NP_461308.1
22025,NP_459224.1,NP_461473.1
22026,NP_460802.1,NP_461473.1
22027,NP_460680.1,NP_461473.1
22028,NP_461893.1,NP_462310.1
22029,NP_459080.1,NP_459795.1
22030,NP_459795.1,NP_460320.1
22031,NP_459815.1,NP_460654.1
22032,NP_459621.1,NP_459798.1
22033,NP_459798.1,NP_459920.1
22034,NP_459798.1,NP_460213.1
22035,NP_459798.1,NP_460793.1
22036,NP_459798.1,NP_460947.1
22037,NP_459798.1,NP_462550.1
22038,NP_459621.1,NP_460802.1
22039,NP_460793.1,NP_460802.1
22040,NP_460802.1,NP_460947.1
22041,NP_460802.1,NP_462550.1
22042,NP_459458.1,NP_461496.1
22043,NP_459458.1,NP_463330.1
22044,NP_461496.1,NP_463330.1
22045,NP_459458.1,NP_462886.1
22046,NP_461496.1,NP_462886.1
22047,NP_459219.1,NP_459458.1
22048,NP_459219.1,NP_461496.1
22049,NP_459458.1,NP_459459.1
22050,NP_459459.1,NP_461496.1
22051,NP_459392.1,NP_462405.1
22052,NP_461769.1,NP_462806.1
22053,NP_462806.1,NP_463409.1
22054,NP_461511.1,NP_462806.1
22055,NP_459080.1,NP_462806.1
22056,NP_460320.1,NP_462806.1
22057,NP_462065.1,NP_462806.1
22058,NP_459934.1,NP_462806.1
22059,NP_459100.1,NP_459391.1
22060,NP_459829.1,NP_461885.1
22061,NP_461473.1,NP_461476.1
22062,NP_459867.1,NP_463206.1
22063,NP_459867.1,NP_462369.1
22064,NP_459251.1,NP_459867.1
22065,NP_459867.1,NP_460033.1
22066,NP_459913.1,NP_461764.1
22067,NP_459913.1,NP_462566.1
22068,NP_459384.1,NP_460770.1
22069,NP_459251.1,NP_459384.1
22070,NP_459680.1,NP_462846.1
22071,NP_459680.1,NP_460802.1
22072,NP_459853.1,NP_460312.1
22073,NP_459853.1,NP_462643.1
22074,NP_459853.1,NP_461392.1
22075,NP_459596.1,NP_459853.1
22076,NP_459965.1,NP_462764.1
22077,NP_459472.1,NP_460039.1
22078,NP_460039.1,NP_461156.1
22079,NP_460039.1,NP_463421.1
22080,NP_459242.1,NP_460058.1
22081,NP_460132.3,NP_461392.1
22082,NP_460132.3,NP_462296.1
22083,NP_460177.1,NP_463021.1
22084,NP_460769.1,NP_463421.1
22085,NP_460738.1,NP_462766.1
22086,NP_460057.1,NP_460772.1
22087,NP_459538.3,NP_460057.1
22088,NP_459479.1,NP_462767.1
22089,NP_460872.1,NP_462767.1
22090,NP_461392.1,NP_462767.1
22091,NP_460142.1,NP_462767.1
22092,NP_461940.1,NP_462767.1
22093,NP_462763.1,NP_462765.1
22094,NP_462507.1,NP_462765.1
22095,NP_462765.1,NP_463409.1
22096,NP_459224.1,NP_462766.1
22097,NP_459237.1,NP_460196.1
22098,NP_459442.1,NP_461366.1
22099,NP_459442.1,NP_463421.1
22100,NP_459442.1,NP_461511.1
22101,NP_459442.1,NP_459934.1
22102,NP_459442.1,NP_462065.1
22103,NP_459442.1,NP_461723.1
22104,NP_459083.1,NP_459922.1
22105,NP_459922.1,NP_460317.1
22106,NP_459251.1,NP_461365.1
22107,NP_459092.1,NP_462846.1
22108,NP_459092.1,NP_460802.1
22109,NP_459083.1,NP_459092.1
22110,NP_459092.1,NP_460317.1
22111,NP_459092.1,NP_459428.1
22112,NP_459191.1,NP_460802.1
22113,NP_461392.1,NP_462125.1
22114,NP_459464.1,NP_462237.1
22115,NP_461392.1,NP_462237.1
22116,NP_462237.1,NP_462296.1
22117,NP_459083.1,NP_462237.1
22118,NP_460317.1,NP_462237.1
22119,NP_460923.1,NP_462372.1
22120,NP_460177.1,NP_460923.1
22121,NP_460923.1,NP_461392.1
22122,NP_460035.1,NP_460923.1
22123,NP_459719.1,NP_459720.1
22124,NP_459719.1,NP_461963.1
22125,NP_459458.1,NP_462886.1
22126,NP_461496.1,NP_462886.1
22127,NP_459458.1,NP_459459.1
22128,NP_459459.1,NP_461496.1
22129,NP_461731.1,NP_461734.1
22130,NP_459224.1,NP_460398.1
22131,NP_459251.1,NP_460765.1
22132,NP_460765.1,NP_463421.1
22133,NP_459083.1,NP_462584.1
22134,NP_460317.1,NP_462584.1
22135,NP_459479.1,NP_461477.1
22136,NP_461475.1,NP_461477.1
22137,NP_459447.1,NP_463409.1
22138,NP_463039.1,NP_463409.1
22139,NP_460710.1,NP_461725.1
22140,NP_460051.1,NP_461725.1
22141,NP_459479.1,NP_462400.1
22142,NP_462400.1,NP_462418.1
22143,NP_459720.1,NP_462400.1
22144,NP_462369.1,NP_462400.1
22145,NP_460770.1,NP_462400.1
22146,NP_461392.1,NP_462400.1
22147,NP_461156.1,NP_462400.1
22148,NP_460802.1,NP_462400.1
22149,NP_461940.1,NP_462400.1
22150,NP_459596.1,NP_462400.1
22151,NP_459092.1,NP_459935.1
22152,NP_462369.1,NP_462975.1
22153,NP_462126.3,NP_462369.1
22154,NP_459073.1,NP_462369.1
22155,NP_459156.1,NP_463409.1
22156,NP_459076.1,NP_459511.1
22157,NP_461399.3,NP_462975.1
22158,NP_461723.1,NP_462975.1
22159,NP_459123.1,NP_463221.1
22160,NP_459509.1,NP_459522.1
22161,NP_459251.1,NP_461359.1
22162,NP_459941.1,NP_463131.1
22163,NP_460457.1,NP_463131.1
22164,NP_461464.1,NP_463131.1
22165,NP_463131.1,NP_463171.1
22166,NP_461481.1,NP_462299.1
22167,NP_462296.1,NP_462299.1
22168,NP_460469.1,NP_462299.1
22169,NP_459797.1,NP_461973.2
22170,NP_460436.1,NP_461734.1
22171,NP_461114.1,NP_462528.1
22172,NP_461164.1,NP_463196.1
22173,NP_459127.1,NP_462236.1
22174,NP_460792.1,NP_462236.1
22175,NP_463130.1,NP_463267.3
22176,NP_463267.3,NP_463442.1
22177,NP_460438.1,NP_463267.3
22178,NP_462694.1,NP_463421.1
22179,NP_461323.1,NP_462694.1
22180,NP_461481.1,NP_463421.1
22181,NP_459588.1,NP_459589.1
22182,NP_459589.1,NP_461156.1
22183,NP_459589.1,NP_460033.1
22184,NP_462544.1,NP_462548.1
22185,NP_459262.1,NP_462789.1
22186,NP_462789.1,NP_462846.1
22187,NP_459472.1,NP_462789.1
22188,NP_462338.1,NP_462831.1
22189,NP_460229.3,NP_462875.1
22190,NP_461889.1,NP_463110.1
22191,NP_460802.1,NP_462189.1
22192,NP_461311.1,NP_462239.1
22193,NP_459921.1,NP_462453.1
22194,NP_459224.1,NP_459600.1
22195,NP_461399.3,NP_461426.1
22196,NP_462939.1,NP_462940.1
22197,NP_460177.1,NP_460622.1
22198,NP_459538.3,NP_460622.1
22199,NP_459083.1,NP_460622.1
22200,NP_460317.1,NP_460622.1
22201,NP_461164.1,NP_462238.1
22202,NP_460188.1,NP_462238.1
22203,NP_461418.1,NP_463312.1
22204,NP_461056.1,NP_461418.1
22205,NP_461135.1,NP_462781.1
22206,NP_459618.1,NP_460770.1
22207,NP_459618.1,NP_461392.1
22208,NP_459618.1,NP_463421.1
22209,NP_459618.1,NP_462065.1
22210,NP_459251.1,NP_460205.1
22211,NP_461128.1,NP_461399.3
22212,NP_460312.1,NP_461399.3
22213,NP_460770.1,NP_461399.3
22214,NP_462054.1,NP_462937.3
22215,NP_459378.3,NP_460712.1
22216,NP_461774.1,NP_462781.1
22217,NP_459083.1,NP_462098.1
22218,NP_460317.1,NP_462098.1
22219,NP_461515.1,NP_461875.1
22220,NP_460770.1,NP_460771.1
22221,NP_460771.1,NP_461511.1
22222,NP_459903.1,NP_460771.1
22223,NP_460024.1,NP_460771.1
22224,NP_460771.1,NP_461524.1
22225,NP_461366.1,NP_462587.1
22226,NP_462369.1,NP_462587.1
22227,NP_459212.1,NP_460903.1
22228,NP_460723.1,NP_461415.1
22229,NP_462369.1,NP_462964.1
22230,NP_459829.1,NP_463007.1
22231,NP_461399.3,NP_463007.1
22232,NP_459083.1,NP_463239.1
22233,NP_460317.1,NP_463239.1
22234,NP_462065.1,NP_463239.1
22235,NP_460229.3,NP_463239.1
22236,NP_462886.1,NP_463330.1
22237,NP_462885.1,NP_462886.1
22238,NP_459544.1,NP_462886.1
22239,NP_459219.1,NP_462886.1
22240,NP_459159.1,NP_459722.1
22241,NP_461113.1,NP_461454.1
22242,NP_460177.1,NP_461113.1
22243,NP_461113.1,NP_461267.1
22244,NP_461113.1,NP_463050.1
22245,NP_461100.1,NP_461113.1
22246,NP_461113.1,NP_461431.1
22247,NP_459251.1,NP_461437.1
22248,NP_459251.1,NP_461103.1
22249,NP_461497.1,NP_463421.1
22250,NP_459608.1,NP_459935.1
22251,NP_459608.1,NP_462296.1
22252,NP_459251.1,NP_459608.1
22253,NP_459596.1,NP_459608.1
22254,NP_461366.1,NP_463034.1
22255,NP_461574.1,NP_461575.1
22256,NP_462807.1,NP_463017.1
22257,NP_459772.1,NP_462326.1
22258,NP_462126.3,NP_463016.1
22259,NP_460802.1,NP_462689.1
22260,NP_460033.1,NP_462689.1
22261,NP_460043.1,NP_461575.1
22262,NP_461575.1,NP_462296.1
22263,NP_461607.1,NP_462472.1
22264,NP_459391.1,NP_459414.1
22265,NP_459309.1,NP_459414.1
22266,NP_462328.1,NP_462883.1
22267,NP_459386.1,NP_461392.1
22268,NP_459386.1,NP_462889.1
22269,NP_459386.1,NP_463421.1
22270,NP_459386.1,NP_460802.1
22271,NP_459083.1,NP_459386.1
22272,NP_459386.1,NP_460317.1
22273,NP_459224.1,NP_460522.1
22274,NP_460522.1,NP_461370.1
22275,NP_459120.1,NP_460177.1
22276,NP_459120.1,NP_462290.1
22277,NP_459120.1,NP_461076.1
22278,NP_459588.1,NP_459912.1
22279,NP_459251.1,NP_459588.1
22280,NP_459588.1,NP_460319.1
22281,NP_459141.1,NP_459729.1
22282,NP_459141.1,NP_462204.1
22283,NP_459234.1,NP_460177.1
22284,NP_459234.1,NP_462548.1
22285,NP_459234.1,NP_462990.1
22286,NP_459234.1,NP_462078.1
22287,NP_459236.1,NP_459262.1
22288,NP_459736.1,NP_461576.1
22289,NP_461516.1,NP_462454.1
22290,NP_460949.1,NP_462454.1
22291,NP_462385.1,NP_462454.1
22292,NP_460208.1,NP_463050.1
22293,NP_460031.1,NP_460537.1
22294,NP_460031.1,NP_460719.1
22295,NP_459580.1,NP_462977.1
22296,NP_459083.1,NP_459580.1
22297,NP_459580.1,NP_460317.1
22298,NP_459596.1,NP_459736.1
22299,NP_459083.1,NP_461582.1
22300,NP_460317.1,NP_461582.1
22301,NP_460188.1,NP_461582.1
22302,NP_459772.1,NP_460682.1
22303,NP_459772.1,NP_463050.1
22304,NP_459772.1,NP_461392.1
22305,NP_459772.1,NP_460802.1
22306,NP_459772.1,NP_461859.1
22307,NP_459309.1,NP_459772.1
22308,NP_459774.1,NP_460461.3
22309,NP_460264.1,NP_461958.1
22310,NP_459131.1,NP_459139.1
22311,NP_459131.1,NP_459458.1
22312,NP_459131.1,NP_461496.1
22313,NP_459131.1,NP_459138.1
22314,NP_459640.1,NP_461362.1
22315,NP_460496.1,NP_461362.1
22316,NP_460745.1,NP_461362.1
22317,NP_459224.1,NP_459590.1
22318,NP_459251.1,NP_459590.1
22319,NP_459590.1,NP_461963.1
22320,NP_462438.1,NP_463269.1
22321,NP_459538.3,NP_462438.1
22322,NP_460461.3,NP_462438.1
22323,NP_462305.1,NP_462643.1
22324,NP_462296.1,NP_462305.1
22325,NP_459410.1,NP_463152.3
22326,NP_461134.1,NP_461375.1
22327,NP_461375.1,NP_461764.1
22328,NP_461375.1,NP_462566.1
22329,NP_459538.3,NP_461375.1
22330,NP_460802.1,NP_461375.1
22331,NP_459698.1,NP_461375.1
22332,NP_460229.3,NP_461375.1
22333,NP_460701.1,NP_461375.1
22334,NP_459133.1,NP_461583.1
22335,NP_459127.1,NP_459134.1
22336,NP_459134.1,NP_460792.1
22337,NP_461218.1,NP_461973.2
22338,NP_459979.1,NP_462437.1
22339,NP_460770.1,NP_463421.1
22340,NP_459940.1,NP_462846.1
22341,NP_460458.1,NP_462846.1
22342,NP_460459.1,NP_462846.1
22343,NP_459940.1,NP_462137.1
22344,NP_460458.1,NP_462137.1
22345,NP_460459.1,NP_462137.1
22346,NP_460276.1,NP_462738.1
22347,NP_460031.1,NP_460538.1
22348,NP_460031.1,NP_460718.1
22349,NP_460031.1,NP_460536.1
22350,NP_460031.1,NP_460720.1
22351,NP_459096.1,NP_460449.1
22352,NP_459083.1,NP_459096.1
22353,NP_459096.1,NP_460317.1
22354,NP_461392.1,NP_461394.1
22355,NP_459576.1,NP_462369.1
22356,NP_459479.1,NP_462373.1
22357,NP_461475.1,NP_462002.1
22358,NP_461764.1,NP_462002.1
22359,NP_462002.1,NP_462566.1
22360,NP_461183.1,NP_462002.1
22361,NP_459776.1,NP_460688.1
22362,NP_460678.1,NP_461578.1
22363,NP_460156.1,NP_461578.1
22364,NP_459687.1,NP_459688.1
22365,NP_459688.1,NP_462232.1
22366,NP_459128.1,NP_459360.1
22367,NP_461718.1,NP_463359.1
22368,NP_459968.1,NP_462296.1
22369,NP_460314.1,NP_463010.1
22370,NP_459608.1,NP_463010.1
22371,NP_462528.1,NP_463010.1
22372,NP_463010.1,NP_463421.1
22373,NP_459309.1,NP_463010.1
22374,NP_461605.1,NP_462461.1
22375,NP_462111.3,NP_462461.1
22376,NP_462833.1,NP_463010.1
22377,NP_460705.3,NP_462836.1
22378,NP_461855.1,NP_461856.1
22379,NP_459476.1,NP_462799.1
22380,NP_459476.1,NP_459776.1
22381,NP_459476.1,NP_462369.1
22382,NP_459476.1,NP_459772.1
22383,NP_459476.1,NP_460188.1
22384,NP_459476.1,NP_462111.3
22385,NP_459484.1,NP_461392.1
22386,NP_460802.1,NP_462311.1
22387,NP_459658.1,NP_459885.1
22388,NP_459658.1,NP_460004.1
22389,NP_459224.1,NP_461417.1
22390,NP_459945.3,NP_461417.1
22391,NP_461392.1,NP_461417.1
22392,NP_459251.1,NP_461417.1
22393,NP_460802.1,NP_461417.1
22394,NP_459913.1,NP_461417.1
22395,NP_462289.1,NP_462290.1
22396,NP_459411.1,NP_462290.1
22397,NP_461779.3,NP_463444.1
22398,NP_460908.1,NP_461779.3
22399,NP_462202.3,NP_462211.1
22400,NP_459316.1,NP_461845.1
22401,NP_459608.1,NP_463435.1
22402,NP_459075.1,NP_460671.1
22403,NP_461973.2,NP_462743.1
22404,NP_461972.1,NP_462022.1
22405,NP_459083.1,NP_459411.1
22406,NP_459411.1,NP_460317.1
22407,NP_459010.1,NP_459581.1
22408,NP_459082.1,NP_459581.1
22409,NP_459581.1,NP_460438.1
22410,NP_460229.3,NP_460525.1
22411,NP_459219.1,NP_459458.1
22412,NP_459219.1,NP_461496.1
22413,NP_460204.3,NP_462495.1
22414,NP_460772.1,NP_462829.1
22415,NP_460802.1,NP_462847.1
22416,NP_460229.3,NP_462847.1
22417,NP_461189.1,NP_461415.1
22418,NP_459262.1,NP_459638.1
22419,NP_459638.1,NP_461267.1
22420,NP_459638.1,NP_462643.1
22421,NP_459236.1,NP_459638.1
22422,NP_459638.1,NP_459851.1
22423,NP_459638.1,NP_460770.1
22424,NP_459638.1,NP_461511.1
22425,NP_459638.1,NP_461764.1
22426,NP_459638.1,NP_462566.1
22427,NP_459083.1,NP_459638.1
22428,NP_459638.1,NP_460317.1
22429,NP_459638.1,NP_462420.1
22430,NP_460264.1,NP_463413.1
22431,NP_462369.1,NP_463429.1
22432,NP_459867.1,NP_463313.1
22433,NP_463031.1,NP_463313.1
22434,NP_459548.1,NP_463314.1
22435,NP_460171.1,NP_463336.3
22436,NP_462974.1,NP_463421.1
22437,NP_459117.1,NP_459121.1
22438,NP_459117.1,NP_459309.1
22439,NP_459538.3,NP_461763.1
22440,NP_459797.1,NP_461763.1
22441,NP_461763.1,NP_462328.1
22442,NP_460770.1,NP_461763.1
22443,NP_459251.1,NP_461763.1
22444,NP_460884.1,NP_461763.1
22445,NP_460033.1,NP_461763.1
22446,NP_459251.1,NP_459513.1
22447,NP_459083.1,NP_459513.1
22448,NP_459513.1,NP_460317.1
22449,NP_459783.3,NP_461134.1
22450,NP_459784.1,NP_462485.1
22451,NP_459784.1,NP_460312.1
22452,NP_459784.1,NP_460949.1
22453,NP_459784.1,NP_461392.1
22454,NP_459784.1,NP_460884.1
22455,NP_459784.1,NP_459913.1
22456,NP_460661.1,NP_462327.1
22457,NP_459772.1,NP_460917.1
22458,NP_460917.1,NP_463409.1
22459,NP_459855.1,NP_459856.1
22460,NP_459080.1,NP_459081.1
22461,NP_459184.1,NP_462799.1
22462,NP_460188.1,NP_461189.1
22463,NP_459309.1,NP_461189.1
22464,NP_460802.1,NP_462889.1
22465,NP_460035.1,NP_462889.1
22466,NP_461859.1,NP_462897.1
22467,NP_461859.1,NP_462898.1
22468,NP_461167.1,NP_462990.1
22469,NP_459776.1,NP_462997.1
22470,NP_462996.1,NP_462997.1
22471,NP_459651.1,NP_462997.1
22472,NP_459224.1,NP_463128.1
22473,NP_461399.3,NP_463128.1
22474,NP_460802.1,NP_463128.1
22475,NP_462022.1,NP_463147.1
22476,NP_460397.1,NP_461156.1
22477,NP_460434.1,NP_461156.1
22478,NP_460531.1,NP_461156.1
22479,NP_460946.1,NP_461156.1
22480,NP_461156.1,NP_461210.1
22481,NP_461969.1,NP_461970.1
22482,NP_460106.1,NP_460154.1
22483,NP_461108.1,NP_463050.1
22484,NP_461265.3,NP_461268.1
22485,NP_460702.1,NP_461163.1
22486,NP_459472.1,NP_461197.1
22487,NP_459472.1,NP_462719.1
22488,NP_461197.1,NP_462273.1
22489,NP_462273.1,NP_462719.1
22490,NP_459138.1,NP_461460.1
22491,NP_461460.1,NP_461578.1
22492,NP_459410.1,NP_460714.1
22493,NP_461920.1,NP_462362.1
22494,NP_461920.1,NP_462806.1
22495,NP_461584.1,NP_461920.1
22496,NP_459224.1,NP_462172.1
22497,NP_459251.1,NP_462170.1
22498,NP_461323.1,NP_462528.1
22499,NP_460229.3,NP_462474.3
22500,NP_462369.1,NP_462536.1
22501,NP_462296.1,NP_462567.1
22502,NP_459106.1,NP_462213.1
22503,NP_462213.1,NP_462577.1
22504,NP_462213.1,NP_463249.1
22505,NP_459106.1,NP_462788.3
22506,NP_462577.1,NP_462788.3
22507,NP_462788.3,NP_463249.1
22508,NP_459106.1,NP_461134.1
22509,NP_461134.1,NP_462577.1
22510,NP_461134.1,NP_463249.1
22511,NP_459106.1,NP_461764.1
22512,NP_461764.1,NP_462577.1
22513,NP_461764.1,NP_463249.1
22514,NP_462566.1,NP_462577.1
22515,NP_459106.1,NP_460692.1
22516,NP_460692.1,NP_462577.1
22517,NP_459073.1,NP_459106.1
22518,NP_459073.1,NP_462577.1
22519,NP_459106.1,NP_462296.1
22520,NP_462296.1,NP_462577.1
22521,NP_459083.1,NP_459106.1
22522,NP_459106.1,NP_460317.1
22523,NP_459083.1,NP_462577.1
22524,NP_460317.1,NP_462577.1
22525,NP_459083.1,NP_463249.1
22526,NP_459251.1,NP_461042.1
22527,NP_459251.1,NP_462812.1
22528,NP_459251.1,NP_460323.3
22529,NP_459138.1,NP_463277.1
22530,NP_462150.1,NP_463277.1
22531,NP_460903.1,NP_461892.3
22532,NP_460551.1,NP_462024.1
22533,NP_462724.1,NP_462726.1
22534,NP_462126.3,NP_463345.1
22535,NP_461366.1,NP_463345.1
22536,NP_461392.1,NP_463345.1
22537,NP_459596.1,NP_463345.1
22538,NP_462328.1,NP_463210.1
22539,NP_459251.1,NP_463210.1
22540,NP_460033.1,NP_463210.1
22541,NP_460094.1,NP_460575.1
22542,NP_460575.1,NP_463017.1
22543,NP_460575.1,NP_460770.1
22544,NP_460575.1,NP_461752.1
22545,NP_459776.1,NP_461733.1
22546,NP_461100.1,NP_461370.1
22547,NP_461752.1,NP_462369.1
22548,NP_460031.1,NP_462133.1
22549,NP_459315.1,NP_462137.1
22550,NP_460949.1,NP_462137.1
22551,NP_462137.1,NP_463050.1
22552,NP_462137.1,NP_462870.1
22553,NP_461859.1,NP_462137.1
22554,NP_459772.1,NP_462147.1
22555,NP_459083.1,NP_462147.1
22556,NP_460317.1,NP_462147.1
22557,NP_459663.1,NP_462147.1
22558,NP_459224.1,NP_459594.1
22559,NP_459138.1,NP_459594.1
22560,NP_459594.1,NP_461764.1
22561,NP_459594.1,NP_462566.1
22562,NP_459083.1,NP_459594.1
22563,NP_459594.1,NP_460317.1
22564,NP_460770.1,NP_462307.1
22565,NP_462296.1,NP_462307.1
22566,NP_459251.1,NP_462307.1
22567,NP_460884.1,NP_462307.1
22568,NP_460033.1,NP_462307.1
22569,NP_459735.1,NP_462296.1
22570,NP_460229.3,NP_461858.1
22571,NP_460692.1,NP_460944.1
22572,NP_460802.1,NP_460944.1
22573,NP_459083.1,NP_460944.1
22574,NP_460317.1,NP_460944.1
22575,NP_459638.1,NP_460884.1
22576,NP_460845.1,NP_462015.1
22577,NP_460461.3,NP_462018.1
22578,NP_461399.3,NP_462018.1
22579,NP_461134.1,NP_462020.1
22580,NP_461764.1,NP_462020.1
22581,NP_462020.1,NP_462566.1
22582,NP_462020.1,NP_462369.1
22583,NP_459083.1,NP_462020.1
22584,NP_460317.1,NP_462020.1
22585,NP_462020.1,NP_462065.1
22586,NP_459241.1,NP_460802.1
22587,NP_460925.1,NP_462330.1
22588,NP_462369.1,NP_462817.1
22589,NP_461734.1,NP_462817.1
22590,NP_461940.1,NP_462817.1
22591,NP_459101.1,NP_462296.1
22592,NP_459101.1,NP_460035.1
22593,NP_459125.1,NP_463221.1
22594,NP_459251.1,NP_461022.1
22595,NP_461022.1,NP_463409.1
22596,NP_461022.1,NP_461511.1
22597,NP_459663.1,NP_461022.1
22598,NP_461518.1,NP_463359.1
22599,NP_461218.1,NP_462339.1
22600,NP_461403.1,NP_462269.1
22601,NP_459679.1,NP_462846.1
22602,NP_459679.1,NP_461921.1
22603,NP_459679.1,NP_462213.1
22604,NP_459679.1,NP_462320.1
22605,NP_459679.1,NP_462327.1
22606,NP_459679.1,NP_463162.1
22607,NP_459679.1,NP_461749.1
22608,NP_459679.1,NP_460802.1
22609,NP_459252.1,NP_460301.1
22610,NP_459252.1,NP_461747.1
22611,NP_460461.3,NP_461591.1
22612,NP_460257.1,NP_462363.1
22613,NP_459538.3,NP_462363.1
22614,NP_462363.1,NP_462408.1
22615,NP_459848.1,NP_460040.1
22616,NP_459848.1,NP_461973.2
22617,NP_459848.1,NP_460802.1
22618,NP_459224.1,NP_460551.1
22619,NP_459251.1,NP_460551.1
22620,NP_460551.1,NP_460802.1
22621,NP_459083.1,NP_460551.1
22622,NP_460317.1,NP_460551.1
22623,NP_459913.1,NP_460551.1
22624,NP_459224.1,NP_462960.3
22625,NP_460314.1,NP_461322.1
22626,NP_462017.1,NP_463010.1
22627,NP_461323.1,NP_462017.1
22628,NP_459083.1,NP_462186.1
22629,NP_460317.1,NP_462186.1
22630,NP_460314.1,NP_462219.1
22631,NP_459471.1,NP_462219.1
22632,NP_462410.1,NP_462792.1
22633,NP_460745.1,NP_462410.1
22634,NP_462410.1,NP_463421.1
22635,NP_459085.1,NP_462338.1
22636,NP_461902.1,NP_462338.1
22637,NP_461924.1,NP_462338.1
22638,NP_461902.1,NP_462232.1
22639,NP_461924.1,NP_462232.1
22640,NP_459083.1,NP_462016.1
22641,NP_460317.1,NP_462016.1
22642,NP_462149.1,NP_462766.1
22643,NP_462149.1,NP_462150.1
22644,NP_461470.3,NP_462494.1
22645,NP_462494.1,NP_463421.1
22646,NP_460802.1,NP_462494.1
22647,NP_459083.1,NP_462494.1
22648,NP_460317.1,NP_462494.1
22649,NP_459849.1,NP_462602.1
22650,NP_459849.1,NP_462485.1
22651,NP_459251.1,NP_459849.1
22652,NP_459596.1,NP_459849.1
22653,NP_459717.1,NP_460319.1
22654,NP_459929.1,NP_462078.1
22655,NP_459459.1,NP_462886.1
22656,NP_460499.1,NP_460747.1
22657,NP_460742.1,NP_460747.1
22658,NP_461481.1,NP_462232.1
22659,NP_462232.1,NP_462296.1
22660,NP_459475.1,NP_461747.1
22661,NP_461134.1,NP_461497.1
22662,NP_460649.1,NP_462369.1
22663,NP_461497.1,NP_462369.1
22664,NP_461780.1,NP_462369.1
22665,NP_459663.1,NP_461323.1
22666,NP_459779.1,NP_462783.1
22667,NP_459779.1,NP_460673.1
22668,NP_459779.1,NP_461362.1
22669,NP_459779.1,NP_460745.1
22670,NP_459913.1,NP_461267.1
22671,NP_459913.1,NP_462065.1
22672,NP_459596.1,NP_459913.1
22673,NP_459914.1,NP_461392.1
22674,NP_459596.1,NP_459914.1
22675,NP_459972.1,NP_462481.1
22676,NP_460033.1,NP_462369.1
